SORT,Plot ID,1330,,Sampler(s),"MO, MK, AC, KO",,,,,Date ,20180711,,,,,,,,
612,C1,TR,3855,,,QUEAGR,0,1,0,0,0,,,,13.8,65,1,0,
613,C1,TS,3855.1,,,QUEAGR,0,1,,,,,,,,86.8,8,0,
614,C1,SA,3853,,,QUEAGR,0,1,,,,,0.6,0,,87.5,1,0,
615,C1,SA,3850,,,UMBCAL,0,0,,,,,,,,,,1,GONE
616,C1,SA,3866,,,HETARB,0,1,,,,,,,,66,1,0,BD UNAVAILABLE
617,D1,TR,4592.5,,,HETARB,0,1,0,0,0,,,,1.7,94,10,0,
618,D1,TS,4592.6,,,HETARB,0,0,,,,,,,,,,1,GONE
619,D1,SA,4061,,,HETARB,0,0,,,,,1.43,0,0.92,,,0,MAIN BRANCH IS GONE
620,D1,TR,4063,,,HETARB,0,0,0,0,0,,1.34,2,,,,0,
621,D1,TS,4063.1,,,HETARB,0,0,,,,,,,,,,1,GONE
622,D1,SA,4122,,,HETARB,0,0,,,,,,,,,,1,GONE
623,D1,SA,4053,,,UMBCAL,0,0,,,,,0.69,0,,,,0,GONE
624,D1,SA,4050,,,UMBCAL,0,1,,,,,0.82,0,,56.8,1,0,OG DEAD
625,D1,TR,5691,292,58,UMBCAL,0,1,0,0,0,,1.74,0,,61.9,1,0,OG DEAD
626,D1,TR,4600,,,ARBMEN,1,1,1,1,2,,,,12.5,63,3,0,
627,D1,TR,4600.1,,,ARBMEN,1,0,0,1,2,,,,3.5,,,0,
628,D1,TR,4062,,,ARBMEN,1,1,0,1,3,,,,16.6,51.1,1,0,was misentered as 4600.2- mkqc2022
629,D1,TR,4064,,,HETARB,0,1,0,0,0,,,,3.3,117.2,17,0,
630,D1,TR,4064.1,,,HETARB,0,0,0,0,0,,,,2.6,,,0,
631,D1,TR,4064.2,,,HETARB,0,1,0,0,0,,,,1.1,85.1,4,0,
632,D1,TR,4064.3,,,HETARB,0,0,0,0,0,,,,2.1,,,0,
633,D1,TR,4064.4,,,HETARB,0,0,0,0,0,,,,1.5,,,0,
634,D1,TR,4064.5,,,HETARB,0,0,0,0,0,,,,1.2,,,0,
635,D1,TR,4064.6,,,HETARB,0,1,0,0,0,,,,1.7,107.4,4,0,
636,D1,TR,4064.7,,,HETARB,0,1,0,0,0,,,,1.4,106.8,5,0,
637,D1,TR,4064.8,,,HETARB,0,0,0,0,0,,,,,,,0,"GONE, TAG NOT FOUND"
638,D1,TR,4064.9,,,HETARB,0,0,0,0,0,,,,1.7,,,0,
639,D1,TR,4064.01,,,HETARB,0,0,0,0,0,,,,1.4,,,0,.01= .10 tag
640,D1,TS,4064.11,,,HETARB,0,0,,,,,,,,,,1,GONE
641,C1,SA,5692,170,100,UMBCAL,0,1,,,,,0.68,0,,35,0,0,"BD @ 5, OG DEAD"
642,C2,TR,3888,,,QUEGAR,1,1,0,1,2,,,,14.4,88.8,6,0,
643,C2,TR,3913,,,UMBCAL,0,1,0,0,0,,,,1.9,,11,0,
644,C2,TR,3889,,,PSEMEN,0,0,0,0,0,,,,9.9,,,0,
645,C1,SA,3884,,,HETARB,0,0,,,,,1.45,0,,,,0,ARBMEN?
646,C1,SA,3945,,,UMBCAL,0,0,,,,,0.71,0,,,,0,
647,C1,SA,3852,,,HETARB,0,0,,,,,,,,,,1,GONE
648,C1,SA,3949,,,HETARB,0,0,,,,,,,,,,1,GONE
649,C1,SA,3948,,,HETARB,0,0,,,,,,,,,,1,GONE
650,C1,TR,3846,,,UMBCAL,0,1,0,0,0,,,,1.68,103.4,5,0,OG DEAD
652,C1,SA,3847,,,FRACAL,0,0,,,,,,,,,,1,GONE
653,C1,SA,3857,,,HETARB,0,1,,,,,1.08,0,,41.6,0,0,
654,C1,SA,3851,,,QUEAGR,0,0,,,,,,,,,,1,GONE
655,B2,TS,5714,430,330,QUEGAR,1,0,,,,73,0.9,3,,,,0,
656,B2,TS,5714.1,430,330,QUEGAR,1,0,,,,54.2,1.39,0,,,,0,
657,B2,TS,5715,390,330,QUEGAR,1,0,,,,82.5,0.65,2,,,,0,
658,B2,TS,5716,370,315,QUEGAR,1,0,,,,56.6,0.42,3,,,,0,
659,B2,TS,5716.1,370,315,QUEGAR,1,0,,,,69.6,0.5,2,,,,0,
660,C2,TR,3914,,,HETARB,0,1,0,0,0,,,,3.5,120,23,0,
661,C2,TR,3914.1,,,HETARB,0,0,0,0,0,,,,1.7,,,0,
662,C2,TR,3914.2,,,HETARB,0,0,0,0,0,,,,1.8,,,0,
663,C2,TR,3914.3,,,HETARB,0,0,0,0,0,,,,2.1,,,0,
664,C2,TS,3914.4,,,HETARB,0,0,,,,,0.54,1,,,,0,OG DEAD
665,C2,SA,3904,,,UMBCAL,0,1,,,,,,,,14,0,0,OG DEAD/GONE
666,C2,SA,3903,,,UMBCAL,0,0,,,,,1.17,0,,,,0,OG DEAD
667,C2,SA,4115,,,AMOCAL,0,1,,,,,,,,26.4,0,0,OG DEAD
668,C2,SA,3907,,,UMBCAL,0,0,,,,,1.5,0,,,,0,DEAD/GONE
669,C2,SA,3860,,,UMBCAL,0,1,,,,,,,,57.6,1,0,
670,C2,TR,3954,,,PSEMEN,1,0,0,1,3,,,,16,,,0,
671,C2,TR,3953,,,PSEMEN,0,0,0,0,0,,,,2.4,,,0,
672,C2,TR,3871,,,PSEMEN,0,0,0,0,0,,,,1.6,,,0,
673,C2,SA,3859,,,ARBMEN,0,0,,,,,1.5,0,,,,0,OG DEAD
674,C2,SA,3955,,,UMBCAL,0,0,,,,,0.81,0,,,,0,OG DEAD
675,C2,TR,3900,,,HETARB,1,1,0,1,4,,,,3.2,98.8,11,0,
676,C2,TR,3900.1,,,HETARB,1,0,1,1,2,,,,2.1,,,0,
677,C2,TR,3900.2,,,HETARB,0,0,0,0,0,,,,1.2,,,0,
678,C2,SA,3899,,,AMOCAL,0,0,,,,,,,,,,1,GONE
679,C2,SA,3862,,,PSEMEN,0,0,,,,,,,,,,1,GONE
680,C2,TR,3864,,,QUEGAR,1,1,1,1,4,,,,18.6,38,0,0,
681,C2,SA,3858,,,QUEAGR,0,0,,,,,,,,,,1,GONE
682,C2,SA,4114,,,AMOCAL,0,0,,,,,,,,,,1,GONE
683,C2,TR,3895,,,PSEMEN,0,0,0,0,0,,,,1.13,,,0,
684,C2,TR,3896,,,UMBCAL,0,1,0,0,0,,,,3.5,165.2,3,0,
685,C2,SA,3898,,,HETARB,0,0,,,,,1.64,0,,,,0,
686,C2,TR,3893,,,HETARB,0,1,0,0,0,,,,3.1,97.2,18,0,
687,C2,TR,3893.1,,,HETARB,0,0,0,0,0,,,,2.1,,,0,
688,C2,SA,3902,,,UMBCAL,0,0,,,,,,,,,,1,GONE
689,C2,SA,3901,,,HETARB,0,1,,,,,1.13,1,,85.6,4,0,OG DEAD
690,C2,SA,4102,,,AMOCAL,0,0,,,,,,,,,,1,GONE
691,C2,TR,3958,,,HETARB,0,1,0,0,0,,,,1.35,65.4,6,0,
692,C2,TR,3958.1,,,HETARB,0,1,0,0,0,,,,1.06,79.9,6,0,
693,C2,TS,3958.2,,,HETARB,0,0,,,,,,,,,,1,GONE
694,C2,SA,4101,,,AMOCAL,0,1,,,,,1.52,0,,121.2,12,0,"OG DEAD, MAIN BRANCH BD COULD BE 1.8"
695,C2,SA,4104,,,HETARB,0,1,,,,,1.45,1,,51.4,2,0,OG DEAD
696,C2,TR,3892,,,UMBCAL,0,1,0,0,0,,,,2.2,131.1,6,0,OG DEAD
697,C2,SA,3890,,,AMOCAL,0,1,,,,,1.14,0,,119.4,8,0,OG DEAD
698,C2,SA,5693,225,38,AMOCAL,1,0,,,,104.1,0.7,5,,,,0,
699,C2,TR,3891,,,UMBCAL,0,1,0,0,0,,1.7,0,1.2,137.7,2,0,
700,C2,TR,3909,,,UMBCAL,0,1,0,0,0,,,,4.8,62.1,2,0,
701,C2,TR,3957,,,UMBCAL,0,1,0,0,0,,,,2,122.4,6,0,
702,C2,TR,3956,,,UMBCAL,0,0,0,0,0,,1.5,0,,,,0,GONE
703,C2,SA,4103,,,FRACAL,0,0,,,,,,,,,,0,GONE
704,C2,SA,3897,,,UMBCAL,0,0,,,,,0.61,0,,,,1,GONE
705,C2,SA,3905,,,UMBCAL,0,0,,,,,,,,,,1,GONE
706,C2,SA,3908,,,AMOCAL,0,1,,,,,,,,26.2,3,0,"GONE, OG DEAD"
707,C2,SA,3894,,,AMOCAL,0,0,,,,,,,,,,1,GONE
708,C2,SA,3906,,,QUEGAR,0,1,,,,,0.29,0,,30.9,0,0,OG DEAD
